sector,from_iso3,to_iso3,dggo
Agriculture,NLD,DEU,216886002.03125
Agriculture,ROU,DEU,0.0
Agriculture,SVN,DEU,958766.828125
Agriculture,FRA,DEU,106439370.19921875
Agriculture,EST,DEU,974537.28125
Agriculture,SVK,DEU,2431066.03515625
Agriculture,LTU,DEU,4387536.287109375
Agriculture,ESP,DEU,53792352.005859375
Agriculture,TWN,DEU,0.0
Agriculture,CHN,DEU,14843529.1875
Agriculture,AUS,DEU,2577511.291015625
Agriculture,LVA,DEU,3576079.001953125
Agriculture,IRL,DEU,2314515.91015625
Agriculture,DNK,DEU,77570201.623046875
Agriculture,MLT,DEU,28177.7109375
Agriculture,FIN,DEU,1296802.271484375
Agriculture,RoW,DEU,-972721507.87109375
Agriculture,JPN,DEU,465085.19921875
Agriculture,TUR,DEU,-11451908.44921875
Agriculture,ITA,DEU,38999812.71875
Agriculture,AUT,DEU,9506787.16796875
Agriculture,IND,DEU,-15742013.224609375
Agriculture,RUS,DEU,586727.6484375
Agriculture,CZE,DEU,53308073.244140625
Agriculture,MEX,DEU,1389492.998046875
Agriculture,BRA,DEU,42642268.189453125
Agriculture,GRC,DEU,1627511.990234375
Agriculture,USA,IDN,77394050.607421875
Agriculture,LUX,IDN,2828.8828125
Agriculture,SWE,IDN,-95.56640625
Agriculture,DEU,IDN,376301.861328125
Agriculture,IDN,IDN,0.0
Agriculture,BGR,IDN,771178.2421875
Agriculture,GBR,IDN,3177.5390625
Agriculture,CAN,IDN,9981409.61328125
Agriculture,KOR,IDN,164061.50390625
Agriculture,CYP,IDN,0.0
Agriculture,BEL,IDN,78670.455078125
Agriculture,HUN,IDN,82.447265625
Agriculture,PRT,IDN,552.857421875
Agriculture,POL,IDN,5700.892578125
Agriculture,NLD,IDN,226632.265625
Agriculture,ROU,IDN,0.0
Agriculture,SVN,IDN,0.0
Agriculture,FRA,IDN,232750.45703125
Agriculture,EST,IDN,0.0
Agriculture,SVK,IDN,244.43359375
Agriculture,LTU,IDN,896.45703125
Agriculture,ESP,IDN,6055.787109375
Agriculture,TWN,IDN,0.0
Agriculture,CHN,IDN,16909088.701171875
Agriculture,AUS,IDN,6688634.951171875
Agriculture,LVA,IDN,2200.4765625
Agriculture,IRL,IDN,816.296875
Agriculture,DNK,IDN,141642.88671875
Agriculture,MLT,IDN,26.216796875
Agriculture,FIN,IDN,0.0
Agriculture,RoW,IDN,-85869613.6640625
Agriculture,JPN,IDN,160147.87890625
Agriculture,TUR,IDN,-687107.5390625
Agriculture,ITA,IDN,45439.51953125
Agriculture,AUT,IDN,536.224609375
Agriculture,IND,IDN,-14678132.21484375
Agriculture,RUS,IDN,161595.017578125
Agriculture,CZE,IDN,35818.1640625
Agriculture,MEX,IDN,-7884.01171875
Agriculture,BRA,IDN,504138.001953125
Agriculture,GRC,IDN,-252000.28125
Agriculture,USA,BGR,4393780.310546875
Agriculture,LUX,BGR,0.0
Agriculture,SWE,BGR,147663.1953125
Agriculture,DEU,BGR,2182080.7421875
Agriculture,IDN,BGR,-246562.03125
Agriculture,BGR,BGR,0.0
Agriculture,GBR,BGR,70844.126953125
Agriculture,CAN,BGR,422359.4375
Agriculture,KOR,BGR,2289.076171875
Agriculture,CYP,BGR,13796.044921875
Agriculture,BEL,BGR,197531.380859375
Agriculture,HUN,BGR,2477042.1875
Agriculture,PRT,BGR,692.580078125
Agriculture,POL,BGR,892005.546875
Agriculture,NLD,BGR,2346410.89453125
Agriculture,ROU,BGR,0.0
Agriculture,SVN,BGR,110608.951171875
Agriculture,FRA,BGR,2697037.875
Agriculture,EST,BGR,2151.84375
Agriculture,SVK,BGR,99349.076171875
Agriculture,LTU,BGR,8773.52734375
Agriculture,ESP,BGR,416830.146484375
Agriculture,TWN,BGR,0.0
Agriculture,CHN,BGR,1998911.236328125
Agriculture,AUS,BGR,42076.09375
Agriculture,LVA,BGR,8990.072265625
Agriculture,IRL,BGR,308333.24609375
Agriculture,DNK,BGR,188592.3203125
Agriculture,MLT,BGR,0.0
Agriculture,FIN,BGR,18142.037109375
Agriculture,RoW,BGR,-49627434.814453125
Agriculture,JPN,BGR,8665.41015625
Agriculture,TUR,BGR,3293610.595703125
Agriculture,ITA,BGR,1895600.294921875
Agriculture,AUT,BGR,582159.91796875
Agriculture,IND,BGR,-182256.814453125
Agriculture,RUS,BGR,25422.5390625
Agriculture,CZE,BGR,113375.494140625
Agriculture,MEX,BGR,12742.451171875
Agriculture,BRA,BGR,1822759.041015625
Agriculture,GRC,BGR,5539558.98046875
Agriculture,USA,GBR,27208812.623046875
Agriculture,LUX,GBR,76162.828125
Agriculture,SWE,GBR,663359.052734375
Agriculture,DEU,GBR,19658132.294921875
Agriculture,IDN,GBR,-3470225.12109375
Agriculture,BGR,GBR,217154.62109375
Agriculture,GBR,GBR,0.0
Agriculture,CAN,GBR,17151002.041015625
Agriculture,KOR,GBR,107051.140625
Agriculture,CYP,GBR,520196.640625
Agriculture,BEL,GBR,10458257.1328125
Agriculture,HUN,GBR,637067.90625
Agriculture,PRT,GBR,2071454.37109375
Agriculture,POL,GBR,5408816.046875
Agriculture,NLD,GBR,68220339.8671875
Agriculture,ROU,GBR,0.0
Agriculture,SVN,GBR,77807.05859375
Agriculture,FRA,GBR,44831995.890625
Agriculture,EST,GBR,245235.349609375
Agriculture,SVK,GBR,98702.482421875
Agriculture,LTU,GBR,651842.3203125
Agriculture,ESP,GBR,37687768.154296875
Agriculture,TWN,GBR,0.0
Agriculture,CHN,GBR,7430481.0703125
Agriculture,AUS,GBR,1298078.771484375
Agriculture,LVA,GBR,1701022.82421875
Agriculture,IRL,GBR,34767202.501953125
Agriculture,DNK,GBR,7809172.8359375
Agriculture,MLT,GBR,124630.4296875
Agriculture,FIN,GBR,325756.775390625
Agriculture,RoW,GBR,-429702093.84375
Agriculture,JPN,GBR,288133.609375
Agriculture,TUR,GBR,-815455.25390625
Agriculture,ITA,GBR,9985865.703125
Agriculture,AUT,GBR,159840.88671875
Agriculture,IND,GBR,-6087814.33984375
Agriculture,RUS,GBR,253332.876953125
Agriculture,CZE,GBR,449994.169921875
Agriculture,MEX,GBR,879544.1171875
Agriculture,BRA,GBR,14946783.755859375
Agriculture,GRC,GBR,1263004.9453125
Agriculture,USA,CAN,432125319.46484375
Agriculture,LUX,CAN,0.0
Agriculture,SWE,CAN,-3774.6015625
Agriculture,DEU,CAN,-171502.4140625
Agriculture,IDN,CAN,-6548856.724609375
Agriculture,BGR,CAN,19300.92578125
Agriculture,GBR,CAN,-309250.18359375
Agriculture,CAN,CAN,0.0
Agriculture,KOR,CAN,6980.30859375
Agriculture,CYP,CAN,-19372.171875
Agriculture,BEL,CAN,5369.318359375
Agriculture,HUN,CAN,6305.486328125
Agriculture,PRT,CAN,-21643.994140625
Agriculture,POL,CAN,16781.79296875
Agriculture,NLD,CAN,-633595.337890625
Agriculture,ROU,CAN,0.0
Agriculture,SVN,CAN,-31.23828125
Agriculture,FRA,CAN,57591.4296875
Agriculture,EST,CAN,0.0
Agriculture,SVK,CAN,-216.125
Agriculture,LTU,CAN,126.904296875
Agriculture,ESP,CAN,-318481.359375
Agriculture,TWN,CAN,0.0
Agriculture,CHN,CAN,-794941.353515625
Agriculture,AUS,CAN,-358551.07421875
Agriculture,LVA,CAN,36.767578125
Agriculture,IRL,CAN,2733.0859375
Agriculture,DNK,CAN,93602.646484375
Agriculture,MLT,CAN,43.677734375
Agriculture,FIN,CAN,-4851.91796875
Agriculture,RoW,CAN,-65755609.603515625
Agriculture,JPN,CAN,-9481.869140625
Agriculture,TUR,CAN,-1958404.5546875
Agriculture,ITA,CAN,-461899.201171875
Agriculture,AUT,CAN,-292.2265625
Agriculture,IND,CAN,-2458578.015625
Agriculture,RUS,CAN,-29072.544921875
Agriculture,CZE,CAN,14333.65234375
Agriculture,MEX,CAN,-2215413.869140625
Agriculture,BRA,CAN,-1919904.369140625
Agriculture,GRC,CAN,-189452.43359375
Agriculture,USA,KOR,207408067.19726562
Agriculture,LUX,KOR,0.0
Agriculture,SWE,KOR,66.755859375
Agriculture,DEU,KOR,1565513.47265625
Agriculture,IDN,KOR,-12591715.962890625
Agriculture,BGR,KOR,105712.1640625
Agriculture,GBR,KOR,47161.748046875
Agriculture,CAN,KOR,9869108.48828125
Agriculture,KOR,KOR,0.0
Agriculture,CYP,KOR,31.66015625
Agriculture,BEL,KOR,62591.150390625
Agriculture,HUN,KOR,4753667.064453125
Agriculture,PRT,KOR,3487.857421875
Agriculture,POL,KOR,7125.466796875
Agriculture,NLD,KOR,577222.294921875
Agriculture,ROU,KOR,0.0
Agriculture,SVN,KOR,19.974609375
Agriculture,FRA,KOR,700673.912109375
Agriculture,EST,KOR,0.0
Agriculture,SVK,KOR,2790.11328125
Agriculture,LTU,KOR,1102.158203125
Agriculture,ESP,KOR,49581.041015625
Agriculture,TWN,KOR,0.0
Agriculture,CHN,KOR,24278937.802734375
Agriculture,AUS,KOR,6887666.134765625
Agriculture,LVA,KOR,166.076171875
Agriculture,IRL,KOR,108186.046875
Agriculture,DNK,KOR,1702576.54296875
Agriculture,MLT,KOR,192.064453125
Agriculture,FIN,KOR,90542.2265625
Agriculture,RoW,KOR,-266748473.03710937
Agriculture,JPN,KOR,5881671.15625
Agriculture,TUR,KOR,-216216.078125
Agriculture,ITA,KOR,271038.603515625
Agriculture,AUT,KOR,35185.013671875
Agriculture,IND,KOR,-3788388.572265625
Agriculture,RUS,KOR,2182838.3984375
Agriculture,CZE,KOR,72117.275390625
Agriculture,MEX,KOR,61679.37890625
Agriculture,BRA,KOR,10917037.59375
Agriculture,GRC,KOR,134733.78125
Agriculture,USA,CYP,1362169.640625
Agriculture,LUX,CYP,0.0
Agriculture,SWE,CYP,666.2421875
Agriculture,DEU,CYP,380747.47265625
Agriculture,IDN,CYP,-13917.22265625
Agriculture,BGR,CYP,3099200.314453125
Agriculture,GBR,CYP,132101.095703125
Agriculture,CAN,CYP,292971.716796875
Agriculture,KOR,CYP,0.0
Agriculture,CYP,CYP,0.0
Agriculture,BEL,CYP,474816.255859375
Agriculture,HUN,CYP,800878.498046875
Agriculture,PRT,CYP,0.0
Agriculture,POL,CYP,1691580.390625
Agriculture,NLD,CYP,3063807.759765625
Agriculture,ROU,CYP,0.0
Agriculture,SVN,CYP,3713.9921875
Agriculture,FRA,CYP,4890001.728515625
Agriculture,EST,CYP,339252.984375
Agriculture,SVK,CYP,469287.669921875
Agriculture,LTU,CYP,1756.46484375
Agriculture,ESP,CYP,340768.720703125
Agriculture,TWN,CYP,0.0
Agriculture,CHN,CYP,300054.84765625
Agriculture,AUS,CYP,16307.58984375
Agriculture,LVA,CYP,281969.5625
Agriculture,IRL,CYP,66543.298828125
Agriculture,DNK,CYP,231916.134765625
Agriculture,MLT,CYP,181572.833984375
Agriculture,FIN,CYP,1733.970703125
Agriculture,RoW,CYP,-27585535.00390625
Agriculture,JPN,CYP,11162.361328125
Agriculture,TUR,CYP,-587380.369140625
Agriculture,ITA,CYP,1410310.3515625
Agriculture,AUT,CYP,15918.33984375
Agriculture,IND,CYP,-521582.423828125
Agriculture,RUS,CYP,547091.685546875
Agriculture,CZE,CYP,353647.328125
Agriculture,MEX,CYP,3988.01953125
Agriculture,BRA,CYP,170960.462890625
Agriculture,GRC,CYP,1624566.09765625
Agriculture,USA,BEL,21911329.908203125
Agriculture,LUX,BEL,1852159.291015625
Agriculture,SWE,BEL,534657.98828125
Agriculture,DEU,BEL,30204956.060546875
Agriculture,IDN,BEL,-4983641.580078125
Agriculture,BGR,BEL,10661929.5859375
Agriculture,GBR,BEL,3071256.857421875
Agriculture,CAN,BEL,33544896.28125
Agriculture,KOR,BEL,51426.25
Agriculture,CYP,BEL,361827.931640625
Agriculture,BEL,BEL,0.0
Agriculture,HUN,BEL,2531346.787109375
Agriculture,PRT,BEL,1016541.666015625
Agriculture,POL,BEL,3030066.681640625
Agriculture,NLD,BEL,117558755.2265625
Agriculture,ROU,BEL,0.0
Agriculture,SVN,BEL,40876.408203125
Agriculture,FRA,BEL,162295162.75585937
Agriculture,EST,BEL,498047.48828125
Agriculture,SVK,BEL,413130.72265625
Agriculture,LTU,BEL,4101793.66015625
Agriculture,ESP,BEL,14121720.58203125
Agriculture,TWN,BEL,0.0
Agriculture,CHN,BEL,3481294.830078125
Agriculture,AUS,BEL,1210414.275390625
Agriculture,LVA,BEL,1568867.251953125
Agriculture,IRL,BEL,663594.322265625
Agriculture,DNK,BEL,8338924.65234375
Agriculture,MLT,BEL,10366.966796875
Agriculture,FIN,BEL,357062.333984375
Agriculture,RoW,BEL,-620243123.52539062
Agriculture,JPN,BEL,143949.25390625
Agriculture,TUR,BEL,-529045.580078125
Agriculture,ITA,BEL,10827492.62109375
Agriculture,AUT,BEL,620695.216796875
Agriculture,IND,BEL,-2630502.123046875
Agriculture,RUS,BEL,1371318.306640625
Agriculture,CZE,BEL,1439760.728515625
Agriculture,MEX,BEL,1170358.1171875
Agriculture,BRA,BEL,13243636.125
Agriculture,GRC,BEL,1491242.05859375
Agriculture,USA,HUN,2778547.052734375
Agriculture,LUX,HUN,60897.724609375
Agriculture,SWE,HUN,-21890.1640625
Agriculture,DEU,HUN,9582915.41796875
Agriculture,IDN,HUN,-1956470.26171875
Agriculture,BGR,HUN,246562.283203125
Agriculture,GBR,HUN,376067.4921875
Agriculture,CAN,HUN,317517.19921875
Agriculture,KOR,HUN,329.181640625
Agriculture,CYP,HUN,8175.234375
Agriculture,BEL,HUN,2565730.8828125
Agriculture,HUN,HUN,0.0
Agriculture,PRT,HUN,2293.9140625
Agriculture,POL,HUN,3336481.208984375
Agriculture,NLD,HUN,11068927.349609375
Agriculture,ROU,HUN,0.0
Agriculture,SVN,HUN,126596.224609375
Agriculture,FRA,HUN,5608593.181640625
Agriculture,EST,HUN,7916.78515625
Agriculture,SVK,HUN,2847327.59375
Agriculture,LTU,HUN,344469.84375
Agriculture,ESP,HUN,782178.140625
Agriculture,TWN,HUN,0.0
Agriculture,CHN,HUN,433884.21484375
Agriculture,AUS,HUN,270.14453125
Agriculture,LVA,HUN,67523.271484375
Agriculture,IRL,HUN,93078.673828125
Agriculture,DNK,HUN,1552042.48046875
Agriculture,MLT,HUN,0.0
Agriculture,FIN,HUN,5569.697265625
Agriculture,RoW,HUN,-52972685.61328125
Agriculture,JPN,HUN,8237.22265625
Agriculture,TUR,HUN,-961809.658203125
Agriculture,ITA,HUN,1003292.00390625
Agriculture,AUT,HUN,3222027.056640625
Agriculture,IND,HUN,-455459.15234375
Agriculture,RUS,HUN,8717.42578125
Agriculture,CZE,HUN,3973195.9375
Agriculture,MEX,HUN,494.67578125
Agriculture,BRA,HUN,149626.5390625
Agriculture,GRC,HUN,-65414.3125
Agriculture,USA,PRT,12265483.634765625
Agriculture,LUX,PRT,60939.111328125
Agriculture,SWE,PRT,25638.4609375
Agriculture,DEU,PRT,4382241.14453125
Agriculture,IDN,PRT,-484805.474609375
Agriculture,BGR,PRT,3739632.4609375
Agriculture,GBR,PRT,2755011.513671875
Agriculture,CAN,PRT,7861942.986328125
Agriculture,KOR,PRT,5161.94921875
Agriculture,CYP,PRT,3541.30859375
Agriculture,BEL,PRT,1134195.01171875
Agriculture,HUN,PRT,818258.2109375
Agriculture,PRT,PRT,0.0
Agriculture,POL,PRT,380196.68359375
Agriculture,NLD,PRT,5664957.908203125
Agriculture,ROU,PRT,0.0
Agriculture,SVN,PRT,4213.115234375
Agriculture,FRA,PRT,44347532.123046875
Agriculture,EST,PRT,285352.439453125
Agriculture,SVK,PRT,177803.6640625
Agriculture,LTU,PRT,579818.166015625
Agriculture,ESP,PRT,51861848.484375
Agriculture,TWN,PRT,0.0
Agriculture,CHN,PRT,1519195.330078125
Agriculture,AUS,PRT,77653.087890625
Agriculture,LVA,PRT,366369.14453125
Agriculture,IRL,PRT,216959.1484375
Agriculture,DNK,PRT,5519718.61328125
Agriculture,MLT,PRT,0.0
Agriculture,FIN,PRT,60748.712890625
Agriculture,RoW,PRT,-166411141.22851562
Agriculture,JPN,PRT,27317.220703125
Agriculture,TUR,PRT,-154952.60546875
Agriculture,ITA,PRT,1757691.6875
Agriculture,AUT,PRT,56969.693359375
Agriculture,IND,PRT,-872305.9921875
Agriculture,RUS,PRT,20440.28515625
Agriculture,CZE,PRT,119277.51171875
Agriculture,MEX,PRT,176803.677734375
Agriculture,BRA,PRT,11085808.66796875
Agriculture,GRC,PRT,303218.439453125
Agriculture,USA,POL,4896463.525390625
Agriculture,LUX,POL,27297.20703125
Agriculture,SWE,POL,172746.97265625
Agriculture,DEU,POL,17383274.951171875
Agriculture,IDN,POL,-2283114.115234375
Agriculture,BGR,POL,911533.4609375
Agriculture,GBR,POL,1463872.92578125
Agriculture,CAN,POL,974773.6875
Agriculture,KOR,POL,11968.798828125
Agriculture,CYP,POL,144448.111328125
Agriculture,BEL,POL,2195959.748046875
Agriculture,HUN,POL,4378737.044921875
Agriculture,PRT,POL,318246.5390625
Agriculture,POL,POL,0.0
Agriculture,NLD,POL,19027912.609375
Agriculture,ROU,POL,0.0
Agriculture,SVN,POL,97768.701171875
Agriculture,FRA,POL,6167990.36328125
Agriculture,EST,POL,128714.1171875
Agriculture,SVK,POL,3004524.255859375
Agriculture,LTU,POL,1286976.125
Agriculture,ESP,POL,16195561.841796875
Agriculture,TWN,POL,0.0
Agriculture,CHN,POL,2907534.748046875
Agriculture,AUS,POL,31468.587890625
Agriculture,LVA,POL,857263.931640625
Agriculture,IRL,POL,132589.755859375
Agriculture,DNK,POL,7376378.296875
Agriculture,MLT,POL,1130.533203125
Agriculture,FIN,POL,231442.421875
Agriculture,RoW,POL,-159107169.45117187
Agriculture,JPN,POL,42169.572265625
Agriculture,TUR,POL,-321515.24609375
Agriculture,ITA,POL,7196418.650390625
Agriculture,AUT,POL,735712.328125
Agriculture,IND,POL,-1311192.69921875
Agriculture,RUS,POL,65009.720703125
Agriculture,CZE,POL,14044867.908203125
Agriculture,MEX,POL,94150.181640625
Agriculture,BRA,POL,3709734.396484375
Agriculture,GRC,POL,765644.94140625
Agriculture,USA,NLD,86786699.73828125
Agriculture,LUX,NLD,907708.6640625
Agriculture,SWE,NLD,1494083.8125
Agriculture,DEU,NLD,144045541.74023437
Agriculture,IDN,NLD,-4929704.17578125
Agriculture,BGR,NLD,9614079.986328125
Agriculture,GBR,NLD,19811360.541015625
Agriculture,CAN,NLD,11339311.109375
Agriculture,KOR,NLD,572247.6484375
Agriculture,CYP,NLD,374851.1328125
Agriculture,BEL,NLD,112928993.44921875
Agriculture,HUN,NLD,21901384.458984375
Agriculture,PRT,NLD,3270954.890625
Agriculture,POL,NLD,25228507.10546875
Agriculture,NLD,NLD,0.0
Agriculture,ROU,NLD,0.0
Agriculture,SVN,NLD,781322.80859375
Agriculture,FRA,NLD,173137478.37304687
Agriculture,EST,NLD,1579634.294921875
Agriculture,SVK,NLD,1970481.41796875
Agriculture,LTU,NLD,4960777.802734375
Agriculture,ESP,NLD,58076873.189453125
Agriculture,TWN,NLD,0.0
Agriculture,CHN,NLD,25464912.56640625
Agriculture,AUS,NLD,11597469.89453125
Agriculture,LVA,NLD,3658096.515625
Agriculture,IRL,NLD,3650334.875
Agriculture,DNK,NLD,31667138.763671875
Agriculture,MLT,NLD,200796.91015625
Agriculture,FIN,NLD,348792.62890625
Agriculture,RoW,NLD,-1390477343.7929687
Agriculture,JPN,NLD,1871740.189453125
Agriculture,TUR,NLD,1296627.478515625
Agriculture,ITA,NLD,16390755.8125
Agriculture,AUT,NLD,1756641.044921875
Agriculture,IND,NLD,-6554666.037109375
Agriculture,RUS,NLD,1398888.95703125
Agriculture,CZE,NLD,3569654.1640625
Agriculture,MEX,NLD,2636847.79296875
Agriculture,BRA,NLD,79676873.099609375
Agriculture,GRC,NLD,2915564.875
Agriculture,USA,ROU,0.0
Agriculture,LUX,ROU,0.0
Agriculture,SWE,ROU,0.0
Agriculture,DEU,ROU,0.0
Agriculture,IDN,ROU,0.0
Agriculture,BGR,ROU,0.0
Agriculture,GBR,ROU,0.0
Agriculture,CAN,ROU,0.0
Agriculture,KOR,ROU,0.0
Agriculture,CYP,ROU,0.0
Agriculture,BEL,ROU,0.0
Agriculture,HUN,ROU,0.0
Agriculture,PRT,ROU,0.0
Agriculture,POL,ROU,0.0
Agriculture,NLD,ROU,0.0
Agriculture,ROU,ROU,0.0
Agriculture,SVN,ROU,0.0
Agriculture,FRA,ROU,0.0
Agriculture,EST,ROU,0.0
Agriculture,SVK,ROU,0.0
Agriculture,LTU,ROU,0.0
Agriculture,ESP,ROU,0.0
Agriculture,TWN,ROU,0.0
Agriculture,CHN,ROU,0.0
Agriculture,AUS,ROU,0.0
Agriculture,LVA,ROU,0.0
Agriculture,IRL,ROU,0.0
Agriculture,DNK,ROU,0.0
Agriculture,MLT,ROU,0.0
Agriculture,FIN,ROU,0.0
Agriculture,JPN,ROU,0.0
Agriculture,TUR,ROU,0.0
Agriculture,ITA,ROU,0.0
Agriculture,AUT,ROU,0.0
Agriculture,IND,ROU,0.0
Agriculture,RUS,ROU,0.0
Agriculture,CZE,ROU,0.0
Agriculture,MEX,ROU,0.0
Agriculture,BRA,ROU,0.0
Agriculture,GRC,ROU,0.0
Agriculture,USA,SVN,523832.017578125
Agriculture,LUX,SVN,53317.6875
Agriculture,SWE,SVN,4191.900390625
Agriculture,DEU,SVN,1490699.326171875
Agriculture,IDN,SVN,-1567099.5546875
Agriculture,BGR,SVN,81191.802734375
Agriculture,GBR,SVN,81638.888671875
Agriculture,CAN,SVN,170478.98046875
Agriculture,KOR,SVN,548.54296875
Agriculture,CYP,SVN,25448.943359375
Agriculture,BEL,SVN,183665.513671875
Agriculture,HUN,SVN,9042958.150390625
Agriculture,PRT,SVN,10790.212890625
Agriculture,POL,SVN,343364.79296875
Agriculture,NLD,SVN,3348715.666015625
Agriculture,ROU,SVN,0.0
Agriculture,SVN,SVN,0.0
Agriculture,FRA,SVN,1265770.32421875
Agriculture,EST,SVN,56.884765625
Agriculture,SVK,SVN,261119.5703125
Agriculture,LTU,SVN,47555.796875
